BioSamples,Tissue,Chemotype,Cultivar,Treatment,Pubmed,BioProject,Instrument,Layout,Selection_method,SRA_sample,SRA_study,Study_title,Study_abstract,Date,Origin
SAMN12097886,Flower_male,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997425,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097881,Flower_female,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997424,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097880,Flower_female,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997423,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097891,Flower_male,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997422,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097890,Flower_female,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997421,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097883,Flower_female,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997420,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097889,Flower_male,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997419,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097888,Flower_male,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997418,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN12097882,Flower_female,Type III,Zenista,NA,NA,PRJNA549804,Complete Genomics,SINGLE,cDNA,SRS4997417,SRP201948,A high-throughput segregation analysis identifies the sex chromosomes of Cannabis sativa,"Cannabis sativa-derived tetrahydrocannabinol (THC) production is increasing very fast worldwide. C. sativa is a dioecious plant with XY chromosomes, and only females (XX) are useful for THC production. The C. sativa sex chromosomes sequence would allow early sexing and better management of this crop; however, the C. sativa genome projects failed to identify the sex chromosomes so far. Moreover, dioecy (separate sexes) in the Cannabaceae family is expected to be ancestral, not clear whether the chromosomes, which are homomorphic, are of recent or more ancient origin. Here we RNA-sequenced a C. sativa family (2 parents and 10 male and female offspring) and performed a segregation analysis for all C. sativa genes using a probabilistic method, SEX-DETector. We identified >500 sex-linked genes. Mapping of these sex-linked genes to a C. sativa genome assembly identified a single chromosome pair. Further analysis of the >500 sex-linked genes revealed that C. sativa has a strongly degenerated Y chromosome and represents the oldest plant sex chromosome system documented so far.",2019-12-19 10:06:34,Russia
SAMN10698874,Seed,Type III,X59,NA,NA,PRJNA513221,BGISEQ-500,PAIRED,RANDOM,SRS4215968,SRP176390,Cannabis seed development,Time course for development of industrial hemp seeds.,2020-02-01 00:00:29,Canada:Vegreville
SAMN10698873,Seed,Type III,X59,NA,NA,PRJNA513221,BGISEQ-500,PAIRED,RANDOM,SRS4215967,SRP176390,Cannabis seed development,Time course for development of industrial hemp seeds.,2020-02-01 00:00:29,Canada:Vegreville
SAMN10698872,Seed,Type III,X59,NA,NA,PRJNA513221,BGISEQ-500,PAIRED,RANDOM,SRS4215966,SRP176390,Cannabis seed development,Time course for development of industrial hemp seeds.,2020-02-01 00:00:29,Canada:Vegreville
SAMN10330896,Trichome,Type I,Sour Diesel,NA,31138625,PRJNA498707,Illumina HiSeq 4000,PAIRED,DNase,SRS4036413,SRP168446,Cannabis sativa Raw sequence reads,Glandular trichomes were mechanically removed from late-stage flowering plants of female cannabis inflorescences,2019-08-05 19:14:19,USA: Oregon
SAMN10330897,Trichome,Type I,Sour Diesel,NA,31138625,PRJNA498707,Illumina HiSeq 4000,PAIRED,DNase,SRS4036412,SRP168446,Cannabis sativa Raw sequence reads,Glandular trichomes were mechanically removed from late-stage flowering plants of female cannabis inflorescences,2019-08-05 19:14:19,USA: Oregon
